category,min,max,mean,stddev,sum,count
39967,1.223184654,1.223184654,1.223184654,nan,1.223184654,1
39965,0.642077989,0.642077989,0.642077989,nan,0.642077989,1
33641,0.334070493,0.334070493,0.334070493,nan,0.334070493,1
33640,0.334070406,0.334070406,0.334070406,nan,0.334070406,1
33643,0.036048463,0.07543191,0.0557401865,0.0278483024402,0.111480373,2
33642,0.317512339,0.317512339,0.317512339,nan,0.317512339,1
33645,0.195576339,0.195576339,0.195576339,nan,0.195576339,1
33644,0.195576339,0.195576339,0.195576339,nan,0.195576339,1
33647,0.029791676,0.129811084,0.07980138,0.0707244016471,0.15960276,2
33646,0.038165901,0.146833856,0.0924998785,0.0768398478782,0.184999757,2
33649,0.085191585,0.086432389,0.085811987,0.000877380922523,0.171623974,2
33648,0.028855693,0.130543968,0.0796998305,0.0719044688197,0.159399661,2
6583,0.002933272,0.002933272,0.002933272,nan,0.002933272,1
6581,0.013218254,0.013218254,0.013218254,nan,0.013218254,1
6580,0.019196622,0.019196622,0.019196622,nan,0.019196622,1
6587,0.028039558,0.05168683,0.039863194,0.0167211463878,0.079726388,2
6586,0.024526029,0.091044741,0.057785385,0.047035832331,0.11557077,2
6585,0.001612221,0.144198163,0.072905192,0.10082348649,0.145810384,2
6584,0.12421087,0.12421087,0.12421087,nan,0.12421087,1
6589,0.063774334,0.063774334,0.063774334,nan,0.063774334,1
6588,0.063774334,0.063774334,0.063774334,nan,0.063774334,1
39412,1.225243823,1.225243823,1.225243823,nan,1.225243823,1
39413,1.225244141,1.225244141,1.225244141,nan,1.225244141,1
39410,0.163737476,0.163737476,0.163737476,nan,0.163737476,1
39411,0.114963778,0.364972248,0.239968013,0.176782684491,0.479936026,2
39416,0.03378678,0.439309295,0.2365480375,0.28674772028,0.473096075,2
39417,0.447006144,0.447006144,0.447006144,nan,0.447006144,1
39414,0.061268293,1.186987384,0.6241278385,0.796003602957,1.248255677,2
39415,0.045665811,1.407629345,0.558144438667,0.740888716935,1.674433316,3
39418,0.021450033,0.430506818,0.2259784255,0.289246826564,0.451956851,2
39419,0.027498915,0.583154899,0.305326907,0.392908114293,0.610653814,2
21097,0.050177924,0.050177924,0.050177924,nan,0.050177924,1
31649,0.179453927,0.179453927,0.179453927,nan,0.179453927,1
19802,0.007106325,0.007106325,0.007106325,nan,0.007106325,1
31647,0.189276411,0.189276411,0.189276411,nan,0.189276411,1
31646,0.020069582,0.412016536,0.216043059,0.277148349039,0.432086118,2
31645,0.460885853,0.460885853,0.460885853,nan,0.460885853,1
31644,0.460885734,0.460885734,0.460885734,nan,0.460885734,1
31643,0.460885734,0.460885734,0.460885734,nan,0.460885734,1
21095,0.050177911,0.050177911,0.050177911,nan,0.050177911,1
31641,0.012710394,1.95742073,0.768706913,1.04206898415,2.306120739,3
31640,0.020225799,0.601095298,0.399638116333,0.328790763936,1.198914349,3
19800,0.007106325,0.007106325,0.007106325,nan,0.007106325,1
19807,0.007106327,0.007106327,0.007106327,nan,0.007106327,1
19806,0.007106325,0.007106325,0.007106325,nan,0.007106325,1
34169,0.096102841,0.096102841,0.096102841,nan,0.096102841,1
34168,0.096102841,0.096102841,0.096102841,nan,0.096102841,1
19805,0.007106325,0.007106325,0.007106325,nan,0.007106325,1
34160,0.029493002,0.029493002,0.029493002,nan,0.029493002,1
34163,0.016038133,0.016038133,0.016038133,nan,0.016038133,1
19804,0.007106325,0.007106325,0.007106325,nan,0.007106325,1
34165,0.096102841,0.096102841,0.096102841,nan,0.096102841,1
34164,0.096102866,0.096102866,0.096102866,nan,0.096102866,1
34167,0.096102866,0.096102866,0.096102866,nan,0.096102866,1
34166,0.096102841,0.096102841,0.096102841,nan,0.096102841,1
7821,0.07876231,0.07876231,0.07876231,nan,0.07876231,1
19808,0.007106325,0.007106325,0.007106325,nan,0.007106325,1
7825,0.208184252,0.208184252,0.208184252,nan,0.208184252,1
32885,0.17962036,0.17962036,0.17962036,nan,0.17962036,1
3085,0.020438277,0.020438277,0.020438277,nan,0.020438277,1
3084,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
7824,0.208184306,0.208184306,0.208184306,nan,0.208184306,1
3081,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
3080,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
3083,0.023143092,0.023143092,0.023143092,nan,0.023143092,1
3082,0.023143098,0.023143098,0.023143098,nan,0.023143098,1
32887,0.179620406,0.179620406,0.179620406,nan,0.179620406,1
37328,0.055855137,0.055855137,0.055855137,nan,0.055855137,1
32880,0.00739917,0.085850378,0.046624774,0.0554733811691,0.093249548,2
33668,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
32881,0.096102816,0.096102816,0.096102816,nan,0.096102816,1
33667,0.148473028,0.148473028,0.148473028,nan,0.148473028,1
32882,0.096102866,0.096102866,0.096102866,nan,0.096102866,1
33666,0.148472989,0.148472989,0.148472989,nan,0.148472989,1
32883,0.096102841,0.096102841,0.096102841,nan,0.096102841,1
33665,0.148473028,0.148473028,0.148473028,nan,0.148473028,1
33664,0.027805044,0.077050768,0.052427906,0.0348219853848,0.104855812,2
33663,0.057801312,0.057801312,0.057801312,nan,0.057801312,1
33662,0.057801327,0.057801327,0.057801327,nan,0.057801327,1
33661,0.057801312,0.057801312,0.057801312,nan,0.057801312,1
33660,0.057801312,0.057801312,0.057801312,nan,0.057801312,1
33074,0.005994545,0.12804841,0.0670214775,0.0863051156115,0.134042955,2
34734,0.218602923,0.218602923,0.218602923,nan,0.218602923,1
34735,0.334070493,0.334070493,0.334070493,nan,0.334070493,1
33075,0.1324694,0.1324694,0.1324694,nan,0.1324694,1
34737,0.334070406,0.334070406,0.334070406,nan,0.334070406,1
30317,0.1324694,0.1324694,0.1324694,nan,0.1324694,1
34733,0.00220151,0.00220151,0.00220151,nan,0.00220151,1
30314,0.1324694,0.1324694,0.1324694,nan,0.1324694,1
26260,0.047142664,0.047142664,0.047142664,nan,0.047142664,1
43897,0.136504021,0.136504021,0.136504021,nan,0.136504021,1
43896,0.136504021,0.136504021,0.136504021,nan,0.136504021,1
43895,0.136504021,0.136504021,0.136504021,nan,0.136504021,1
30315,0.132469331,0.132469331,0.132469331,nan,0.132469331,1
43893,0.016294405,0.07754656,0.0469204825,0.0433118141628,0.093840965,2
43892,0.037726394,0.037726394,0.037726394,nan,0.037726394,1
43891,0.037726385,0.037726385,0.037726385,nan,0.037726385,1
43890,0.037726385,0.037726385,0.037726385,nan,0.037726385,1
21075,1.028872304,1.028872304,1.028872304,nan,1.028872304,1
30312,0.1324694,0.1324694,0.1324694,nan,0.1324694,1
